id,year,title,runtime,rt_score,imdb_score,metacritic_score,budget,worldwide_gross,domestic_gross,international_gross,oscars_won,oscars_nominated,overview,url_poster,studio_id
3591,1978,Pretty Baby,,,,,,,,,0,1,,,
3592,1978,Grease,,,,,,,,,0,1,,,
3593,1978,Thank God It's Friday,,,,,,,,,1,1,,,
3594,1978,Foul Play,,,,,,,,,0,1,,,
3595,1978,The Magic of Lassie,,,,,,,,,0,1,,,
3596,1978,Oh My Darling,,,,,,,,,0,1,,,
3597,1978,Rip Van Winkle,,,,,,,,,0,1,,,
3598,1978,Special Delivery,,,,,,,,,1,1,,,
3599,1978,A Different Approach,,,,,,,,,0,1,,,
3600,1978,Mandy's Grandmother,,,,,,,,,0,1,,,
3601,1978,Strange Fruit,,,,,,,,,0,1,,,
3602,1978,Teenage Father,,,,,,,,,1,1,,,
3603,1978,Hooper,,,,,,,,,0,1,,,
3604,1978,Bloodbrothers,,,,,,,,,0,1,,,
3605,1979,The China Syndrome,,,,,,,,,0,4,,,
3606,1979,...And Justice for All,,,,,,,,,0,2,,,
3607,1979,The Rose,,,,,,,,,0,4,,,
3608,1979,The Black Stallion,,,,,,,,,1,3,,,
3609,1979,Starting Over,,,,,,,,,0,2,,,
3610,1979,Norma Rae,,,,,,,,,2,4,,,
3611,1979,Chapter Two,,,,,,,,,0,1,,,
3612,1979,Breaking Away,,,,,,,,,1,5,,,
3613,1979,Star Trek - The Motion Picture,,,,,,,,,0,3,,,
3614,1979,The Black Hole,,,,,,,,,0,2,,,
3615,1979,1941,,,,,,,,,0,3,,,
3616,1979,Agatha,,,,,,,,,0,1,,,
3617,1979,Butch and Sundance: The Early Days,,,,,,,,,0,1,,,
3618,1979,The Europeans,,,,,,,,,0,1,,,
3619,1979,La Cage aux Folles,,,,,,,,,0,3,,,
3620,1979,Best Boy,,,,,,,,,1,1,,,
3621,1979,Generation on the Wind,,,,,,,,,0,1,,,
3622,1979,Going the Distance,,,,,,,,,0,1,,,
3623,1979,The Killing Ground,,,,,,,,,0,1,,,
3624,1979,The War at Home,,,,,,,,,0,1,,,
3625,1979,Dae,,,,,,,,,0,1,,,
3626,1979,Koryo Celadon,,,,,,,,,0,1,,,
3627,1979,Nails,,,,,,,,,0,1,,,
3628,1979,Paul Robeson: Tribute to an Artist,,,,,,,,,1,1,,,
3629,1979,Remember Me,,,,,,,,,0,1,,,
3630,1979,The Maids of Wilko,,,,,,,,,0,1,,,
3631,1979,Mama Turns a Hundred,,,,,,,,,0,1,,,
3632,1979,A Simple Story,,,,,,,,,0,1,,,
3633,1979,The Tin Drum,,,,,,,,,1,1,,,
3634,1979,To Forget Venice,,,,,,,,,0,1,,,
3635,1979,The Amityville Horror,,,,,,,,,0,1,,,
3636,1979,A Little Romance,,,,,,,,,1,2,,,
3637,1979,10,,,,,,,,,0,2,,,
3638,1979,The Promise,,,,,,,,,0,1,,,
3639,1979,Ice Castles,,,,,,,,,0,1,,,
3640,1979,Dream Doll,,,,,,,,,0,1,,,
3641,1979,Every Child,,,,,,,,,1,1,,,
3642,1979,It's So Nice to Have a Wolf around the House,,,,,,,,,0,1,,,
3643,1979,Board and Care,,,,,,,,,1,1,,,
3644,1979,Bravery in the Field,,,,,,,,,0,1,,,
3645,1979,"Oh Brother, My Brother",,,,,,,,,0,1,,,
3646,1979,The Solar Film,,,,,,,,,0,1,,,
3647,1979,Solly's Diner,,,,,,,,,0,1,,,
3648,1979,The Electric Horseman,,,,,,,,,0,1,,,
3649,1979,Meteor,,,,,,,,,0,1,,,
3650,1979,Moonraker,,,,,,,,,0,1,,,
3651,1980,The Great Santini,,,,,,,,,0,2,,,
3652,1980,Tribute,,,,,,,,,0,1,,,
3653,1980,The Stunt Man,,,,,,,,,0,3,,,
3654,1980,Melvin and Howard,,,,,,,,,2,3,,,
3655,1980,Resurrection,,,,,,,,,0,2,,,
3656,1980,Private Benjamin,,,,,,,,,0,3,,,
3657,1980,Gloria,,,,,,,,,0,1,,,
3658,1980,Coal Miner's Daughter,,,,,,,,,1,7,,,
3659,1980,Inside Moves,,,,,,,,,0,1,,,
3660,1980,The Empire Strikes Back,,,,,,,,,2,4,,,
3661,1980,Kagemusha (The Shadow Warrior),,,,,,,,,0,2,,,
3662,1980,Tess,,,,,,,,,3,6,,,
3663,1980,The Blue Lagoon,,,,,,,,,0,1,,,
3664,1980,The Formula,,,,,,,,,0,1,,,
3665,1980,My Brilliant Career,,,,,,,,,0,1,,,
3666,1980,Somewhere in Time,,,,,,,,,0,1,,,
3667,1980,When Time Ran Out,,,,,,,,,0,1,,,
3668,1980,Agee,,,,,,,,,0,1,,,
3669,1980,The Day after Trinity,,,,,,,,,0,1,,,
3670,1980,From Mao to Mozart: Isaac Stern in China,,,,,,,,,1,1,,,
3671,1980,Front Line,,,,,,,,,0,1,,,
3672,1980,The Yellow Star - The Persecution of the Jews in Europe 1933-45,,,,,,,,,0,1,,,
3673,1980,Don't Mess with Bill,,,,,,,,,0,1,,,
3674,1980,The Eruption of Mount St. Helens,,,,,,,,,0,1,,,
3675,1980,It's the Same World,,,,,,,,,0,1,,,
3676,1980,Karl Hess: Toward Liberty,,,,,,,,,1,1,,,
3677,1980,Luther Metke at 94,,,,,,,,,0,1,,,
3678,1980,The Competition,,,,,,,,,0,2,,,
3679,1980,Fame,,,,,,,,,2,6,,,
3680,1980,Confidence,,,,,,,,,0,1,,,
3681,1980,The Last Metro,,,,,,,,,0,1,,,
3682,1980,Moscow Does Not Believe in Tears,,,,,,,,,1,1,,,
3683,1980,The Nest,,,,,,,,,0,1,,,
3684,1980,Altered States,,,,,,,,,0,2,,,
3685,1980,Nine to Five,,,,,,,,,0,1,,,
3686,1980,Honeysuckle Rose,,,,,,,,,0,1,,,
3687,1980,All Nothing,,,,,,,,,0,1,,,
3688,1980,The Fly,,,,,,,,,1,1,,,
3689,1980,History of the World in Three Minutes Flat,,,,,,,,,0,1,,,
3690,1980,The Dollar Bottom,,,,,,,,,1,1,,,
3691,1980,Fall Line,,,,,,,,,0,1,,,
3692,1980,A Jury of Her Peers,,,,,,,,,0,1,,,
3693,1980,Breaker Morant,,,,,,,,,0,1,,,
3694,1980,Brubaker,,,,,,,,,0,1,,,
3695,1980,Mon Oncle D'Amerique,,,,,,,,,0,1,,,
3696,1981,Reds,,,,,,,,,3,12,,,
3697,1981,Atlantic City,,,,,,,,,0,5,,,
3698,1981,Arthur,,,,,,,,,2,4,,,
3699,1981,Absence of Malice,,,,,,,,,0,3,,,
3700,1981,Only When I Laugh,,,,,,,,,0,3,,,
3701,1981,Chariots of Fire,,,,,,,,,4,7,,,
3702,1981,Ragtime,,,,,,,,,0,8,,,
3703,1981,The French Lieutenant's Woman,,,,,,,,,0,5,,,
3704,1981,Heaven's Gate,,,,,,,,,0,1,,,
3705,1981,Excalibur,,,,,,,,,0,1,,,
3706,1981,Against Wind and Tide: A Cuban Odyssey,,,,,,,,,0,1,,,
3707,1981,Brooklyn Bridge,,,,,,,,,0,1,,,
3708,1981,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,,,,,,,,,0,1,,,
3709,1981,El Salvador: Another Vietnam,,,,,,,,,0,1,,,
3710,1981,Genocide,,,,,,,,,1,1,,,
3711,1981,Americas in Transition,,,,,,,,,0,1,,,
3712,1981,Close Harmony,,,,,,,,,1,1,,,
3713,1981,Journey for Survival,,,,,,,,,0,1,,,
3714,1981,See What I Say,,,,,,,,,0,1,,,
3715,1981,Urge to Build,,,,,,,,,0,1,,,
3716,1981,The Boat Is Full,,,,,,,,,0,1,,,
3717,1981,Man of Iron,,,,,,,,,0,1,,,
3718,1981,Mephisto,,,,,,,,,1,1,,,
3719,1981,Muddy River,,,,,,,,,0,1,,,
3720,1981,Three Brothers,,,,,,,,,0,1,,,
3721,1981,An American Werewolf in London,,,,,,,,,1,1,,,
3722,1981,Heartbeeps,,,,,,,,,0,1,,,
3723,1981,Dragonslayer,,,,,,,,,0,2,,,
3724,1981,Endless Love,,,,,,,,,0,1,,,
3725,1981,The Great Muppet Caper,,,,,,,,,0,1,,,
3726,1981,For Your Eyes Only,,,,,,,,,0,1,,,
3727,1981,Crac,,,,,,,,,1,1,,,
3728,1981,The Creation,,,,,,,,,0,1,,,
3729,1981,The Tender Tale of Cinderella Penguin,,,,,,,,,0,1,,,
3730,1981,Couples and Robbers,,,,,,,,,0,1,,,
3731,1981,First Winter,,,,,,,,,0,1,,,
3732,1981,Violet,,,,,,,,,1,1,,,
3733,1981,Outland,,,,,,,,,0,1,,,
3734,1981,Prince of the City,,,,,,,,,0,1,,,
3735,1982,Tootsie,,,,,,,,,1,10,,,
3736,1982,Missing,,,,,,,,,1,4,,,
3737,1982,My Favorite Year,,,,,,,,,0,1,,,
3738,1982,The Best Little Whorehouse in Texas,,,,,,,,,0,1,,,
3739,1982,An Officer and a Gentleman,,,,,,,,,2,6,,,
3740,1982,The World According to Garp,,,,,,,,,0,2,,,
3741,1982,Victor/Victoria,,,,,,,,,1,7,,,
3742,1982,Frances,,,,,,,,,0,2,,,
3743,1982,Sophie's Choice,,,,,,,,,1,5,,,
3744,1982,Annie,,,,,,,,,0,2,,,
3745,1982,La Traviata,,,,,,,,,0,2,,,
3746,1982,E.T. The Extra-Terrestrial,,,,,,,,,4,9,,,
3747,1982,Tron,,,,,,,,,0,2,,,
3748,1982,After the Axe,,,,,,,,,0,1,,,
3749,1982,Ben's Mill,,,,,,,,,0,1,,,
3750,1982,In Our Water,,,,,,,,,0,1,,,
3751,1982,Just Another Missing Kid,,,,,,,,,1,1,,,
3752,1982,A Portrait of Giselle,,,,,,,,,0,1,,,
3753,1982,Gods of Metal,,,,,,,,,0,1,,,
3754,1982,If You Love This Planet,,,,,,,,,1,1,,,
3755,1982,The Klan: A Legacy of Hate in America,,,,,,,,,0,1,,,
3756,1982,To Live or Let Die,,,,,,,,,0,1,,,
3757,1982,Traveling Hopefully,,,,,,,,,0,1,,,
3758,1982,Alsino and the Condor,,,,,,,,,0,1,,,
3759,1982,Coup de Torchon ('Clean Slate'),,,,,,,,,0,1,,,
3760,1982,The Flight of the Eagle,,,,,,,,,0,1,,,
3761,1982,Private Life,,,,,,,,,0,1,,,
3762,1982,Volver a Empezar ('To Begin Again'),,,,,,,,,1,1,,,
3763,1982,Quest for Fire,,,,,,,,,1,1,,,
3764,1982,Poltergeist,,,,,,,,,0,3,,,
3765,1982,One from the Heart,,,,,,,,,0,1,,,
3766,1982,Rocky III,,,,,,,,,0,1,,,
3767,1982,Best Friends,,,,,,,,,0,1,,,
3768,1982,"Yes, Giorgio",,,,,,,,,0,1,,,
3769,1982,The Great Cognito,,,,,,,,,0,1,,,
3770,1982,The Snowman,,,,,,,,,0,1,,,
3771,1982,Tango,,,,,,,,,1,1,,,
3772,1982,Ballet Robotique,,,,,,,,,0,1,,,
3773,1982,A Shocking Accident,,,,,,,,,1,1,,,
3774,1982,The Silence,,,,,,,,,0,1,,,
3775,1982,Split Cherry Tree,,,,,,,,,0,1,,,
3776,1982,Sredni Vashtar,,,,,,,,,0,1,,,
3777,1982,Diner,,,,,,,,,0,1,,,
3778,1983,Educating Rita,,,,,,,,,0,3,,,
3779,1983,"Reuben, Reuben",,,,,,,,,0,2,,,
3780,1983,The Dresser,,,,,,,,,0,5,,,
3781,1983,Tender Mercies,,,,,,,,,2,5,,,
3782,1983,Terms of Endearment,,,,,,,,,5,11,,,
3783,1983,Cross Creek,,,,,,,,,0,4,,,
3784,1983,Testament,,,,,,,,,0,1,,,
3785,1983,Silkwood,,,,,,,,,0,5,,,
3786,1983,The Big Chill,,,,,,,,,0,3,,,
3787,1983,The Year of Living Dangerously,,,,,,,,,1,1,,,
3788,1983,Yentl,,,,,,,,,1,5,,,
3789,1983,Fanny & Alexander,,,,,,,,,4,6,,,
3790,1983,Return of the Jedi,,,,,,,,,1,5,,,
3791,1983,Flashdance,,,,,,,,,1,4,,,
3792,1983,WarGames,,,,,,,,,0,3,,,
3793,1983,Heart Like a Wheel,,,,,,,,,0,1,,,
3794,1983,The Return of Martin Guerre,,,,,,,,,0,1,,,
3795,1983,Children of Darkness,,,,,,,,,0,1,,,
3796,1983,First Contact,,,,,,,,,0,1,,,
3797,1983,He Makes Me Feel Like Dancin',,,,,,,,,1,1,,,
3798,1983,The Profession of Arms,,,,,,,,,0,1,,,
3799,1983,Seeing Red,,,,,,,,,0,1,,,
3800,1983,Flamenco at 5:15,,,,,,,,,1,1,,,
3801,1983,In the Nuclear Shadow: What Can the Children Tell Us?,,,,,,,,,0,1,,,
3802,1983,Sewing Woman,,,,,,,,,0,1,,,
3803,1983,Spaces: The Architecture of Paul Rudolph,,,,,,,,,0,1,,,
3804,1983,You Are Free  (Ihr Zent Frei),,,,,,,,,0,1,,,
3805,1983,Blue Thunder,,,,,,,,,0,1,,,
3806,1983,Carmen,,,,,,,,,0,1,,,
3807,1983,Entre Nous,,,,,,,,,0,1,,,
3808,1983,Job's Revolt,,,,,,,,,0,1,,,
3809,1983,Le Bal,,,,,,,,,0,1,,,
3810,1983,Under Fire,,,,,,,,,0,1,,,
3811,1983,The Sting II,,,,,,,,,0,1,,,
3812,1983,Trading Places,,,,,,,,,0,1,,,
3813,1983,Mickey's Christmas Carol,,,,,,,,,0,1,,,
3814,1983,Sound of Sunshine - Sound of Rain,,,,,,,,,0,1,,,
3815,1983,Sundae in New York,,,,,,,,,1,1,,,
3816,1983,Boys and Girls,,,,,,,,,1,1,,,
3817,1983,Goodie-Two-Shoes,,,,,,,,,0,1,,,
3818,1983,Overnight Sensation,,,,,,,,,0,1,,,
3819,1983,Never Cry Wolf,,,,,,,,,0,1,,,
3820,1983,Betrayal,,,,,,,,,0,1,,,
3821,1984,Starman,,,,,,,,,0,1,,,
3822,1984,Under the Volcano,,,,,,,,,0,2,,,
3823,1984,A Soldier's Story,,,,,,,,,0,3,,,
3824,1984,Places in the Heart,,,,,,,,,2,7,,,
3825,1984,The Karate Kid,,,,,,,,,0,1,,,
3826,1984,"Greystoke: The Legend of Tarzan, Lord of the Apes",,,,,,,,,0,3,,,
3827,1984,A Passage to India,,,,,,,,,2,11,,,
3828,1984,Country,,,,,,,,,0,1,,,
3829,1984,The Bostonians,,,,,,,,,0,2,,,
3830,1984,The River,,,,,,,,,1,5,,,
3831,1984,The Natural,,,,,,,,,0,4,,,
3832,1984,Swing Shift,,,,,,,,,0,1,,,
3833,1984,The Pope of Greenwich Village,,,,,,,,,0,1,,,
3834,1984,The Cotton Club,,,,,,,,,0,2,,,
3835,1984,2010,,,,,,,,,0,5,,,
3836,1984,Broadway Danny Rose,,,,,,,,,0,2,,,
3837,1984,High Schools,,,,,,,,,0,1,,,
3838,1984,In the Name of the People,,,,,,,,,0,1,,,
3839,1984,Marlene,,,,,,,,,0,1,,,
3840,1984,Streetwise,,,,,,,,,0,1,,,
3841,1984,The Times of Harvey Milk,,,,,,,,,1,1,,,
3842,1984,The Children of Soong Ching Ling,,,,,,,,,0,1,,,
3843,1984,Code Gray: Ethical Dilemmas in Nursing,,,,,,,,,0,1,,,
3844,1984,The Garden of Eden,,,,,,,,,0,1,,,
3845,1984,Recollections of Pavlovsk,,,,,,,,,0,1,,,
3846,1984,The Stone Carvers,,,,,,,,,1,1,,,
3847,1984,Romancing the Stone,,,,,,,,,0,1,,,
3848,1984,Beyond the Walls,,,,,,,,,0,1,,,
3849,1984,Camila,,,,,,,,,0,1,,,
3850,1984,Dangerous Moves,,,,,,,,,1,1,,,
3851,1984,Double Feature,,,,,,,,,0,1,,,
3852,1984,Wartime Romance,,,,,,,,,0,1,,,
3853,1984,Indiana Jones and the Temple of Doom,,,,,,,,,1,2,,,
3854,1984,The Muppets Take Manhattan,,,,,,,,,0,1,,,
3855,1984,Purple Rain,,,,,,,,,1,1,,,
3856,1984,Songwriter,,,,,,,,,0,1,,,
3857,1984,Against All Odds,,,,,,,,,0,1,,,
3858,1984,Footloose,,,,,,,,,0,2,,,
3859,1984,The Woman in Red,,,,,,,,,1,1,,,
3860,1984,Doctor De Soto,,,,,,,,,0,1,,,
3861,1984,Paradise,,,,,,,,,0,1,,,
3862,1984,The Painted Door,,,,,,,,,0,1,,,
3863,1984,Tales of Meeting and Parting,,,,,,,,,0,1,,,
3864,1984,Dune,,,,,,,,,0,1,,,
3865,1984,Beverly Hills Cop,,,,,,,,,0,1,,,
3866,1984,El Norte,,,,,,,,,0,1,,,
3867,1984,Splash,,,,,,,,,0,1,,,
3868,1985,Witness,,,,,,,,,2,8,,,
3869,1985,Murphy's Romance,,,,,,,,,0,2,,,
3870,1985,Kiss of the Spider Woman,,,,,,,,,1,4,,,
3871,1985,Prizzi's Honor,,,,,,,,,1,8,,,
3872,1985,Runaway Train,,,,,,,,,0,3,,,
3873,1985,Cocoon,,,,,,,,,2,2,,,
3874,1985,Out of Africa,,,,,,,,,7,11,,,
3875,1985,Jagged Edge,,,,,,,,,0,1,,,
3876,1985,Agnes of God,,,,,,,,,0,3,,,
3877,1985,Sweet Dreams,,,,,,,,,0,1,,,
3878,1985,The Trip to Bountiful,,,,,,,,,1,2,,,
3879,1985,Twice in a Lifetime,,,,,,,,,0,1,,,
3880,1985,The Journey of Natty Gann,,,,,,,,,0,1,,,
3881,1985,Broken Rainbow,,,,,,,,,1,1,,,
3882,1985,Las Madres--The Mothers of Plaza de Mayo,,,,,,,,,0,1,,,
3883,1985,Soldiers in Hiding,,,,,,,,,0,1,,,
3884,1985,The Statue of Liberty,,,,,,,,,0,1,,,
3885,1985,Unfinished Business,,,,,,,,,0,1,,,
3886,1985,The Courage to Care,,,,,,,,,0,1,,,
3887,1985,Keats and His Nightingale: A Blind Date,,,,,,,,,0,1,,,
3888,1985,Making Overtures--The Story of a Community Orchestra,,,,,,,,,0,1,,,
3889,1985,Witness to War: Dr. Charlie Clements,,,,,,,,,1,1,,,
3890,1985,The Wizard of the Strings,,,,,,,,,0,1,,,
3891,1985,A Chorus Line,,,,,,,,,0,3,,,
3892,1985,Angry Harvest,,,,,,,,,0,1,,,
3893,1985,Colonel Redl,,,,,,,,,0,1,,,
3894,1985,The Official Story,,,,,,,,,1,2,,,
3895,1985,Three Men and a Cradle,,,,,,,,,0,1,,,
3896,1985,When Father Was Away on Business,,,,,,,,,0,1,,,
3897,1985,Mask,,,,,,,,,1,1,,,
3898,1985,Remo Williams: The Adventure Begins,,,,,,,,,0,1,,,
3899,1985,Silverado,,,,,,,,,0,2,,,
3900,1985,White Nights,,,,,,,,,1,2,,,
3901,1985,Anna & Bella,,,,,,,,,1,1,,,
3902,1985,The Big Snit,,,,,,,,,0,1,,,
3903,1985,Second Class Mail,,,,,,,,,0,1,,,
3904,1985,Graffiti,,,,,,,,,0,1,,,
3905,1985,Molly's Pilgrim,,,,,,,,,1,1,,,
3906,1985,Rainbow War,,,,,,,,,0,1,,,
3907,1985,Ladyhawke,,,,,,,,,0,2,,,
3908,1985,Rambo: First Blood Part II,,,,,,,,,0,1,,,
3909,1985,Return to Oz,,,,,,,,,0,1,,,
3910,1985,Young Sherlock Holmes,,,,,,,,,0,1,,,
3911,1986,'Round Midnight,,,,,,,,,1,2,,,
3912,1986,Mona Lisa,,,,,,,,,0,1,,,
3913,1986,Children of a Lesser God,,,,,,,,,1,5,,,
3914,1986,The Color of Money,,,,,,,,,1,4,,,
3915,1986,Salvador,,,,,,,,,0,2,,,
3916,1986,A Room with a View,,,,,,,,,3,8,,,
3917,1986,Hoosiers,,,,,,,,,0,2,,,
3918,1986,The Morning After,,,,,,,,,0,1,,,
3919,1986,Crimes of the Heart,,,,,,,,,0,3,,,
3920,1986,Peggy Sue Got Married,,,,,,,,,0,3,,,
3921,1986,The Mission,,,,,,,,,1,7,,,
3922,1986,Star Trek IV: The Voyage Home,,,,,,,,,0,4,,,
3923,1986,Otello,,,,,,,,,0,1,,,
3924,1986,Pirates,,,,,,,,,0,1,,,
3925,1986,Artie Shaw: Time Is All You've Got,,,,,,,,,1,1,,,
3926,1986,Chile: Hasta Cuando?,,,,,,,,,0,1,,,
3927,1986,Down and Out in America,,,,,,,,,1,1,,,
3928,1986,Isaac in America: A Journey with Isaac Bashevis Singer,,,,,,,,,0,1,,,
3929,1986,Witness to Apartheid,,,,,,,,,0,1,,,
3930,1986,Debonair Dancers,,,,,,,,,0,1,,,
3931,1986,The Masters of Disaster,,,,,,,,,0,1,,,
3932,1986,Red Grooms: Sunflower in a Hothouse,,,,,,,,,0,1,,,
3933,1986,Sam,,,,,,,,,0,1,,,
3934,1986,"Women--for America, for the World",,,,,,,,,1,1,,,
3935,1986,Top Gun,,,,,,,,,1,4,,,
3936,1986,The Assault,,,,,,,,,1,1,,,
3937,1986,Betty Blue,,,,,,,,,0,1,,,
3938,1986,The Decline of the American Empire,,,,,,,,,0,1,,,
3939,1986,My Sweet Little Village,,,,,,,,,0,1,,,
3940,1986,'38',,,,,,,,,0,1,,,
3941,1986,The Clan of the Cave Bear,,,,,,,,,0,1,,,
3942,1986,Legend,,,,,,,,,0,1,,,
3943,1986,The Karate Kid Part II,,,,,,,,,0,1,,,
3944,1986,That's Life,,,,,,,,,0,1,,,
3945,1986,Little Shop of Horrors,,,,,,,,,0,2,,,
3946,1986,An American Tail,,,,,,,,,0,1,,,
3947,1986,"The Frog, the Dog and the Devil",,,,,,,,,0,1,,,
3948,1986,A Greek Tragedy,,,,,,,,,1,1,,,
3949,1986,Luxo Jr.,,,,,,,,,0,1,,,
3950,1986,Exit,,,,,,,,,0,1,,,
3951,1986,Love Struck,,,,,,,,,0,1,,,
3952,1986,Precious Images,,,,,,,,,1,1,,,
3953,1986,Poltergeist II: The Other Side,,,,,,,,,0,1,,,
3954,1986,'Crocodile' Dundee,,,,,,,,,0,1,,,
3955,1986,My Beautiful Laundrette,,,,,,,,,0,1,,,
3956,1987,Wall Street,,,,,,,,,1,1,,,
3957,1987,Broadcast News,,,,,,,,,0,7,,,
3958,1987,Dark Eyes,,,,,,,,,0,1,,,
3959,1987,Ironweed,,,,,,,,,0,2,,,
3960,1987,"Good Morning, Vietnam",,,,,,,,,0,1,,,
3961,1987,Street Smart,,,,,,,,,0,1,,,
3962,1987,Moonstruck,,,,,,,,,3,6,,,
3963,1987,Cry Freedom,,,,,,,,,0,3,,,
3964,1987,Fatal Attraction,,,,,,,,,0,6,,,
3965,1987,Anna,,,,,,,,,0,1,,,
3966,1987,Gaby - A True Story,,,,,,,,,0,1,,,
3967,1987,Throw Momma from the Train,,,,,,,,,0,1,,,
3968,1987,The Whales of August,,,,,,,,,0,1,,,
3969,1987,Hope and Glory,,,,,,,,,0,5,,,
3970,1987,Radio Days,,,,,,,,,0,2,,,
3971,1987,Matewan,,,,,,,,,0,1,,,
3972,1987,The Dead,,,,,,,,,0,2,,,
3973,1987,Maurice,,,,,,,,,0,1,,,
3974,1987,My Life as a Dog,,,,,,,,,0,2,,,
3975,1987,Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,,,,,,,,,0,1,,,
3976,1987,Hellfire: A Journey from Hiroshima,,,,,,,,,0,1,,,
3977,1987,Radio Bikini,,,,,,,,,0,1,,,
3978,1987,A Stitch for Time,,,,,,,,,0,1,,,
3979,1987,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,,,,,,,,,1,1,,,
3980,1987,Frances Steloff: Memoirs of a Bookseller,,,,,,,,,0,1,,,
3981,1987,In the Wee Wee Hours...,,,,,,,,,0,1,,,
3982,1987,Language Says It All,,,,,,,,,0,1,,,
3983,1987,Silver into Gold,,,,,,,,,0,1,,,
3984,1987,Young at Heart,,,,,,,,,1,1,,,
3985,1987,RoboCop,,,,,,,,,1,3,,,
3986,1987,"Au Revoir Les Enfants (Goodbye, Children)",,,,,,,,,0,2,,,
3987,1987,Babette's Feast,,,,,,,,,1,1,,,
3988,1987,Course Completed,,,,,,,,,0,1,,,
3989,1987,The Family,,,,,,,,,0,1,,,
3990,1987,Pathfinder,,,,,,,,,0,1,,,
3991,1987,Happy New Year,,,,,,,,,0,1,,,
3992,1987,Harry and the Hendersons,,,,,,,,,1,1,,,
3993,1987,The Witches of Eastwick,,,,,,,,,0,2,,,
3994,1987,Dirty Dancing,,,,,,,,,1,1,,,
3995,1987,Beverly Hills Cop II,,,,,,,,,0,1,,,
3996,1987,George and Rosemary,,,,,,,,,0,1,,,
3997,1987,The Man Who Planted Trees,,,,,,,,,1,1,,,
3998,1987,Your Face,,,,,,,,,0,1,,,
3999,1987,Making Waves,,,,,,,,,0,1,,,
4000,1987,Ray's Male Heterosexual Dance Hall,,,,,,,,,1,1,,,
4001,1987,Shoeshine,,,,,,,,,0,1,,,
4002,1987,Innerspace,,,,,,,,,1,1,,,
4003,1988,Big,,,,,,,,,0,2,,,
4004,1988,Stand and Deliver,,,,,,,,,0,1,,,
4005,1988,Pelle the Conqueror,,,,,,,,,1,2,,,
4006,1988,Little Dorrit,,,,,,,,,0,2,,,
4007,1988,A Fish Called Wanda,,,,,,,,,1,3,,,
4008,1988,Tucker The Man and His Dream,,,,,,,,,0,3,,,
4009,1988,Running on Empty,,,,,,,,,0,2,,,
4010,1988,Married to the Mob,,,,,,,,,0,1,,,
4011,1988,Dangerous Liaisons,,,,,,,,,3,7,,,
4012,1988,The Accused,,,,,,,,,1,1,,,
4013,1988,Working Girl,,,,,,,,,1,6,,,
4014,1988,A Cry in the Dark,,,,,,,,,0,1,,,
4015,1988,Gorillas in the Mist,,,,,,,,,0,5,,,
4016,1988,The Accidental Tourist,,,,,,,,,1,4,,,
4017,1988,Beaches,,,,,,,,,0,1,,,
4018,1988,Tequila Sunrise,,,,,,,,,0,1,,,
4019,1988,The Unbearable Lightness of Being,,,,,,,,,0,2,,,
4020,1988,Coming to America,,,,,,,,,0,2,,,
4021,1988,A Handful of Dust,,,,,,,,,0,1,,,
4022,1988,Sunset,,,,,,,,,0,1,,,
4023,1988,The Last Temptation of Christ,,,,,,,,,0,1,,,
4024,1988,The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,,,,,,,,,0,1,,,
4025,1988,Hotel Terminus: The Life and Times of Klaus Barbie,,,,,,,,,1,1,,,
4026,1988,Let's Get Lost,,,,,,,,,0,1,,,
4027,1988,Promises to Keep,,,,,,,,,0,1,,,
4028,1988,Who Killed Vincent Chin?,,,,,,,,,0,1,,,
4029,1988,The Children's Storefront,,,,,,,,,0,1,,,
4030,1988,Family Gathering,,,,,,,,,0,1,,,
4031,1988,Gang Cops,,,,,,,,,0,1,,,
4032,1988,Portrait of Imogen,,,,,,,,,0,1,,,
4033,1988,You Don't Have to Die,,,,,,,,,1,1,,,
4034,1988,Hanussen,,,,,,,,,0,1,,,
4035,1988,The Music Teacher,,,,,,,,,0,1,,,
4036,1988,Salaam Bombay!,,,,,,,,,0,1,,,
4037,1988,Women on the Verge of a Nervous Breakdown,,,,,,,,,0,1,,,
4038,1988,Beetlejuice,,,,,,,,,1,1,,,
4039,1988,Scrooged,,,,,,,,,0,1,,,
4040,1988,The Milagro Beanfield War,,,,,,,,,1,1,,,
4041,1988,Bagdad Cafe,,,,,,,,,0,1,,,
4042,1988,Buster,,,,,,,,,0,1,,,
4043,1988,The Cat Came Back,,,,,,,,,0,1,,,
4044,1988,Technological Threat,,,,,,,,,0,1,,,
4045,1988,Tin Toy,,,,,,,,,1,1,,,
4046,1988,The Appointments of Dennis Jennings,,,,,,,,,1,1,,,
4047,1988,Cadillac Dreams,,,,,,,,,0,1,,,
4048,1988,Gullah Tales,,,,,,,,,0,1,,,
4049,1988,Bird,,,,,,,,,1,1,,,
4050,1988,Willow,,,,,,,,,0,2,,,
4051,1988,Bull Durham,,,,,,,,,0,1,,,
4052,1989,Born on the Fourth of July,,,,,,,,,2,8,,,
4053,1989,My Left Foot,,,,,,,,,2,5,,,
